#complex,groundtruth
#2-variable linear MBA expression
-x-1,~x
11*((~(x&(y&z))&~t)|((z^~(x|~y))&t))-11*(((x^(y^z))&~t)|(~(x&~x)&t))-2*((~(~x|(~y|z))&~t)|((~(x&~y)&~(y^z))&t))-11*~(x|(y|(z|t)))-9*~(~x|(~y|(z|t)))-11*~(x|(~y|(~z|t)))-11*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+11*(x&(y&(~z&t)))+13*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-11*(x&(~y&(~z&t)))-11*~(~x|(~y|(~z|t)))
7*((((x|~y)&(x^(y^z)))&~t)|((z&~(x&~y))&t))-1*(((z^(~x&(y|z)))&~t)|(~(y&~z)&t))+7*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))+1*~(~x|(y|(~z|t)))+7*(~x&(~y&(~z&t)))+7*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))+7*(x&(~y&(z&t))),6*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(~y|z))&t))
-6*(((x&y)&~t)|((~(x|y)|~(x^(y^z)))&t))+2*(((z&~(x&y))&~t)|((z&~(x&~y))&t))-1*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))+6*(~x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-1*(x&(~y&(z&t)))-9*(x&(y&(z&t))),3*(~x&(y&(z&t)))-7*(((x&y)&~t)|((z|(x&y))&t))
-1*((((y&z)^~(~x&(y^z)))&~t)|((x&y)&t))-2*((~y&~t)|(((x|~y)&(x^(y^z)))&t))-4*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))+3*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))-7*~(x|(~y|(~z|t)))+3*~(~x|(y|(~z|t)))+2*(x&(~y&(~z&t)))-6*(x&(y&(~z&t)))-5*(~x&(~y&(z&t)))-4*(x&(y&(z&t))),-7*((~(x|(~y&z))&~t)|((y^(~x&(y|z)))&t))-2*~(x|(y|(~z|t)))
5*(((y^(~x&(y^z)))&~t)|((y^~(~x&(y&z)))&t))+2*((~(x|y)&~t)|((y^~(x&~z))&t))-5*((~(~x&(y^z))&~t)|(((y&~z)^(x|(y^z)))&t))+3*~(x|(y|(z|t)))+5*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))-7*(~x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-5*(~x&(y&(z&t)))+5*(x&(y&(z&t))),2*(x&(~y&(z&t)))
2*(((x|(~y&z))&~t)|((z&(x^y))&t))-2*(((~(x|~y)|~(y^z))&~t)|(((x|y)&(y^z))&t))-7*(((y&~z)&~t)|((~x&(y|z))&t))+2*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+9*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))+5*(~x&(y&(z&t))),-7*(~x&(~y&(z&t)))
-1*(((y^~(x|~z))&~t)|((z^~(x&(~y|z)))&t))-5*((((y&~z)^(x|(y^z)))&~t)|((z&(x|~y))&t))+1*(((y^~(x&(y|z)))&~t)|((z^(x|y))&t))-1*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+5*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+6*(x&(~y&(z&t))),-6*(x&(y&(z&t)))-1*~(x|(~y|(z|t)))
-1*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&~(y^z))&t))+4*(((~(x|y)|(y^z))&~t)|((x^(y^z))&t))-3*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-3*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),2*~(~x|(~y|(z|t)))+1*(((z^(x|(y|z)))&~t)|(~(x^(y&z))&t))
-1*(((~y|(x^z))&~t)|(~(y|~z)&t))+4*(((z^~(x|y))&~t)|(((x&y)|~(y|z))&t))-3*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-4*(~x&(~y&(~z&t)))-5*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-4*(x&(y&(z&t))),-1*(((z^(x&(y|z)))&~t)|((x^z)&t))+5*(x&(y&(~z&t)))
1*((~(x&~y)&~t)|(((y&z)^~(x&(y^z)))&t))-1*(((~(x^y)&~(x^z))&~t)|(((x&y)|(y^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y&(x^z))&t))-1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t)))
1*((((y&~z)^(x|(y^z)))&~t)|((y^~(x|(y&z)))&t))-1*(((x^(~y&z))&~t)|((y^~(x|(~y&z)))&t))+5*(((~(x|y)|~(x^(y^z)))&~t)|((x|(~y&z))&t))-5*~(x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(~x|(y|(~z|t)))-5*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-5*(x&(~y&(z&t)))-5*(x&(y&(z&t))),5*~(x|(~y|(~z|t)))+5*~(x|(y|(~z|t)))
5*(((y^z)&~t)|(((x&y)^~(x^(y&z)))&t))-2*((~(x|z)&~t)|((z&(x|~y))&t))-5*((~y&~t)|((z^~(x&y))&t))+7*((((x|~y)&~(y^z))&~t)|((y^~(x|z))&t))-3*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))+5*(x&(~y&(~z&t)))-12*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))+2*(x&(~y&(z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t)))
2*(((z^(~x|(~y&z)))&~t)|((y|~(x|~z))&t))-2*((((x&z)^~(y&~z))&~t)|((x|(y&z))&t))-5*(((z^~(x|y))&~t)|((y^(x|(y|z)))&t))+5*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+7*(x&(~y&(~z&t)))+7*(x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t)))
11*((~x&~t)|((y|~(x|z))&t))+5*((((x|y)&(x^(y^z)))&~t)|(~(x|(~y&z))&t))-11*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-5*~(~x|(~y|(~z|t)))-16*(~x&(~y&(~z&t)))-16*(~x&(y&(~z&t)))-11*(x&(y&(~z&t)))-11*(~x&(y&(z&t))),5*(((z^(x|(y|z)))&~t)|((~x&(y&z))&t))+11*(x&(y&(z&t)))
2*((((x|~y)&~(y^z))&~t)|((y^(x&~z))&t))-1*((~(x|z)&~t)|((x^(~y|z))&t))+4*((~(~x|(y|z))&~t)|((y^(x|~z))&t))-1*~(x|(y|(z|t)))+3*~(x|(~y|(z|t)))-6*~(~x|(y|(z|t)))-3*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(~x&(y&(z&t)))-4*(x&(~y&(z&t))),4*(x&(~y&(~z&t)))+2*(((y&~(x^z))&~t)|(((x|y)&~(y^z))&t))
5*(((y^(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-5*(((~(x&y)&(y^z))&~t)|((z&(x|~y))&t))-5*(((y|(x^z))&~t)|((y^(x&~z))&t))-5*(((x|(~y|z))&~t)|((z^(x|(~y&z)))&t))+5*~(x|(~y|(z|t)))+10*~(~x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+15*~(x|(y|(~z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+10*(x&(~y&(~z&t)))+5*(~x&(y&(z&t))),-10*(x&(y&(z&t)))-5*~(x|(y|(z|t)))
5*((~(~x&(y^z))&~t)|(~(x&z)&t))+5*(((x|(y&z))&~t)|((x^(y|z))&t))+2*~(x|(y|(z|t)))-10*~(~x|(y|(z|t)))-10*~(~x|(~y|(z|t)))-3*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-10*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-10*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-10*(~x&(y&(z&t))),7*(((~(x&y)&~(x^(y^z)))&~t)|((x&~z)&t))+10*(~x&(~y&(z&t)))
5*(((z^~(x|(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((x&(~y&z))&~t)|((y^(x&(y|z)))&t))+1*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-12*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-7*(x&(~y&(z&t)))+1*(x&(y&(z&t))),6*(((~(x&~y)&~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t))+6*(~x&(y&(z&t)))
1*((~(y^z)&~t)|((z^(x|(~y|z)))&t))-2*((~(x|z)&~t)|((z^~(~x|(~y&z)))&t))-1*~(x|(y|(z|t)))-3*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))+2*(~x&(~y&(z&t))),-2*~(x|(~y|(z|t)))-2*(((y^(~x|(~y|z)))&~t)|((z&(x^y))&t))
2*(((y&(x^z))&~t)|((y^~(x|(y&z)))&t))+1*(((~(x|y)|~(x^(y^z)))&~t)|(((x&z)^~(y&~z))&t))-1*((~(~x&(y^z))&~t)|(~(~x|(y^z))&t))-11*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t))+11*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+9*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+8*(~x&(~y&(~z&t)))+9*(x&(y&(~z&t)))-3*(~x&(~y&(z&t))),1*(x&(y&(z&t)))-8*(~x&(y&(z&t)))
-11*((z&~t)|((y^~(x&(y^z)))&t))+11*(((y|z)&~t)|((x|(y|z))&t))-2*(((y^~(x&~z))&~t)|((y^~(x|z))&t))-11*(((z^~(x&(~y&z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+13*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(x|(y|(~z|t)))
4*((~(~x|(y&z))&~t)|(((x&y)^(y|z))&t))-11*(((x&~y)&~t)|((x^(y&z))&t))+2*(((x|(y|z))&~t)|((~(x&y)&(y^z))&t))+5*(((y^z)&~t)|((y^(x|(~y&z)))&t))-7*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))-11*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-11*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t)))
1*((((x&y)^(y|z))&~t)|((y^~(~x&(~y|z)))&t))-3*(((~(x^y)&~(x^z))&~t)|((z^(x|(y&z)))&t))+3*((~(x|(~y|z))&~t)|((y^(~x|(~y&z)))&t))+3*~(x|(y|(z|t)))-4*~(x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+3*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+2*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-3*(x&(y&(z&t))),1*~(~x|(y|(~z|t)))
-6*(((x^(~y|z))&~t)|((y^(~x|(y^z)))&t))-2*(((y|z)&~t)|((~x&(~y|z))&t))+2*(((z^~(~x|(~y&z)))&~t)|((y^(x&(y|z)))&t))+6*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))-2*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))+6*~(x|(y|(~z|t)))+6*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+8*(~x&(~y&(z&t)))+6*(x&(y&(z&t))),-4*(x&(~y&(z&t)))-8*(~x&(~y&(~z&t)))
-6*((~(x|(y&z))&~t)|((y^~(~x&(~y&z)))&t))+2*(((~(x|y)|~(y^z))&~t)|(((x|~y)&~(y^z))&t))-11*((~(~x|(y^z))&~t)|((z^~(x&(y|z)))&t))+6*~(x|(~y|(z|t)))+9*~(~x|(y|(z|t)))+4*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(~y|(~z|t)))+15*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+15*(x&(~y&(~z&t)))+17*(x&(~y&(z&t)))+9*(x&(y&(z&t))),-4*~(x|(y|(z|t)))
1*(((z^(x&(~y|z)))&~t)|(((x&z)^~(y&~z))&t))+1*(((z^(x|(y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t))-1*((~(x|(y|z))&~t)|(((x&y)|~(x^(y^z)))&t))+1*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-1*(x&(y&(z&t)))
5*((((x&z)^(x^(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((z^~(x|~y))&~t)|((~(x|y)|~(x^(y^z)))&t))-5*((((x&~y)|~(x^(y^z)))&~t)|(~(~x&(y^z))&t))+5*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-12*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))+5*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-12*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))-2*(x&(~y&(z&t))),2*~(~x|(y|(~z|t)))
4*((((x&y)^(x^(y&z)))&~t)|(((x&~y)|(y^z))&t))+2*(((~(x&~y)&~(x^(y^z)))&~t)|(((x&z)^~(x^(y&z)))&t))+2*((~(~x|(~y|z))&~t)|((x&~z)&t))-2*~(x|(y|(z|t)))-4*~(~x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(x|(~y|(~z|t)))-4*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-6*(x&(~y&(z&t))),6*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))
1*(((z^(x&(y|z)))&~t)|((z^(~x&(y|z)))&t))-2*(((z|~(x^y))&~t)|((x|z)&t))+1*((~(x^(~y&z))&~t)|((z^(~x&(~y|z)))&t))+1*~(x|(y|(z|t)))-1*~(x|(~y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+2*(~x&(y&(z&t))),-2*(x&(y&(~z&t)))-2*~(~x|(~y|(~z|t)))
11*(((z^(~x|(~y|z)))&~t)|(((y&z)|(~x&(y|z)))&t))+3*((((y&z)|(x&(y|z)))&~t)|((y|(x^z))&t))-3*((~(y&~z)&~t)|(~(x&y)&t))-8*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-3*~(~x|(~y|(z|t)))+3*~(x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-3*(x&(y&(~z&t)))-11*(~x&(~y&(z&t)))-11*(~x&(y&(z&t))),14*(x&(y&(z&t)))-3*(x&(~y&(z&t)))
-1*((((y&~z)^(~x|(y^z)))&~t)|(~(x|~y)&t))-3*(((y&~(x^z))&~t)|((~x&(y^z))&t))-1*((((x&z)|~(y|z))&~t)|((z&~(x&y))&t))+2*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+4*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-3*~(x|(~y|(z|t)))
5*((~(x|(~y|z))&~t)|((x^(~y&z))&t))+11*(((~x&(y|z))&~t)|((~x|(y&z))&t))+1*((((x&z)^~(x^(~y&z)))&~t)|((z^~(~x|(y&z)))&t))-1*~(x|(y|(z|t)))-17*~(x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-12*~(x|(~y|(~z|t)))-1*~(~x|(~y|(~z|t)))-11*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-6*(x&(y&(~z&t)))-12*(~x&(y&(z&t)))-17*(x&(y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t)))
1*(((~x&(y&z))&~t)|(~(x^(y&z))&t))-1*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x&(y|z))&t))+1*((((x|~y)&(y^z))&~t)|((z^~(~x&(y&z)))&t))+1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-1*(x&(y&(z&t))),1*(~x&(y&(~z&t)))-1*(((z&~(x^y))&~t)|((z^(x|~y))&t))
1*~((x&t)|~y)+1*(((~(x^y)&~(x^z))&~t)|((x&(y&z))&t))-1*(((x|~y)&~t)|((z|~(x^y))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t))),-1*(~x&(~y&(~z&t)))
4*~((z|~t)&x)-3*((~x&~t)|(((x&~y)|~(y^z))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-4*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))+4*(x&(~y&(z&t)))+4*(x&(y&(z&t))),3*(~x&(y&(~z&t)))+1*((~(y&~z)&~t)|((z^~(x|~y))&t))
2*((~(y|z)&~t)|((x&y)&t))-5*((~z&~t)|((y^~(~x|(y^z)))&t))-5*(((~x|(~y&z))&~t)|(~(x|(~y|z))&t))+8*~(x|(y|(z|t)))+10*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+10*(~x&(y&(~z&t)))+5*(x&(~y&(~z&t)))+3*(x&(y&(~z&t)))+5*(~x&(y&(z&t)))-2*(x&(y&(z&t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t)))
2*((((x&z)^~(x^(~y&z)))&~t)|((x&(~y&z))&t))+1*(((y^~(~x&(y^z)))&~t)|(~(~x|(y|z))&t))-3*(((x^(y|z))&~t)|(((x&z)|~(y|z))&t))-2*(((z&~(x^y))&~t)|((y^~(~x|(~y&z)))&t))-3*~(x|(y|(z|t)))+5*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+2*(~x&(y&(~z&t)))+4*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t)))
5*(((y^(x&~z))&~t)|((z^(~x|(~y|z)))&t))-2*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))-3*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-5*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-5*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),-2*((((x&z)|~(y|z))&~t)|(((x|~y)&(x^(y^z)))&t))+2*(((y&z)&~t)|(~(~x&(~y|z))&t))
-2*(((z&(x|~y))&~t)|((x^(y|z))&t))-7*((((y&z)^~(~x&(y^z)))&~t)|((x|(y&z))&t))+2*(((z^(x&(y|z)))&~t)|((y|~(x|~z))&t))+7*~(x|(y|(z|t)))+7*~(~x|(y|(z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(y|(~z|t)))+2*~(~x|(~y|(~z|t)))+9*(x&(~y&(~z&t)))+5*(x&(y&(~z&t)))+7*(~x&(y&(z&t)))+7*(x&(~y&(z&t)))+5*(x&(y&(z&t))),-5*~(~x|(~y|(z|t)))
11*((~(~x|(y&z))&~t)|((~x&(~y&z))&t))-11*(((x|z)&~t)|(((x^y)&(x^z))&t))+1*(((z^(~x&(y|z)))&~t)|((~x|(~y&z))&t))-1*~(x|(~y|(z|t)))+11*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+10*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))-12*(~x&(~y&(z&t)))-1*(x&(~y&(z&t))),-10*(~x&(y&(z&t)))
-5*((((x&z)|(y&~z))&~t)|((y&~(x^z))&t))-2*((((x|~y)&(x^(y^z)))&~t)|((z^(x|(~y&z)))&t))+5*(((~(x^y)|(x^z))&~t)|((y^~(x|z))&t))-5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))-5*(~x&(~y&(~z&t)))+5*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))-3*(x&(y&(~z&t)))-3*(~x&(y&(z&t))),3*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t)))
-2*(((x&~y)&~t)|(((x&y)^(x^(~y|z)))&t))-2*(((y^~(~x|(y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t))-1*(((~(x&y)&~(x^(y^z)))&~t)|(((x&~y)|~(y^z))&t))+2*(((~(x|y)|~(y^z))&~t)|(~(x^(y|z))&t))+2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(y|(z|t)))-1*~(x|(~y|(~z|t)))
2*((((y&z)|(~x&(y|z)))&~t)|((y^~(x&(~y&z)))&t))-2*(((z^~(~x&(y|z)))&~t)|(((x|y)&~(y^z))&t))-2*(((z^~(x|(~y&z)))&~t)|(((x&y)^(x^(~y|z)))&t))-2*((((x^y)&(x^z))&~t)|((~(x|y)|~(y^z))&t))+4*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+6*(~x&(y&(z&t)))+6*(x&(y&(z&t))),-2*(x&(~y&(~z&t)))
-1*(((z^~(~x|(y&z)))&~t)|(((x|y)&(y^z))&t))-5*(((~(x&~y)&(y^z))&~t)|((~(x^y)&(x^z))&t))+11*~(x|(y|(z|t)))+16*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+17*~(~x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))+5*(~x&(~y&(z&t)))+11*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),11*(((~z|~(x^y))&~t)|(((x^y)&(x^z))&t))-17*~(x|(y|(~z|t)))
1*(((y^~(~x|(y&z)))&~t)|((~(x&y)&~(y^z))&t))+2*(((y^~(x&(~y|z)))&~t)|((~z&~(x^y))&t))+7*(((~x&(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t))-1*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-8*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-3*~(~x|(~y|(~z|t)))-7*(~x&(y&(~z&t)))-8*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-7*(x&(~y&(z&t))),3*(~x&(~y&(~z&t)))+2*~(x|(y|(z|t)))
7*(((y^(x|(y|z)))&~t)|((z^~(~x&(~y|z)))&t))-7*((((y&z)^~(x&(y^z)))&~t)|(((x|y)&(x^(y^z)))&t))+2*(((~(x|y)|(y^z))&~t)|((~y|(x^z))&t))+5*~(x|(y|(z|t)))+5*~(x|(~y|(z|t)))-2*~(~x|(~y|(z|t)))-9*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-2*(x&(~y&(~z&t)))-9*(x&(y&(~z&t)))-9*(~x&(~y&(z&t)))-9*(~x&(y&(z&t)))-2*(x&(~y&(z&t)))+7*(x&(y&(z&t))),2*~(x|(y|(~z|t)))
